,NUM_EJERC,NUM_DCMAT,COD_CL_OPERC,DSC_CL_OPERC,COD_CL_DCMAT,CL_DCREV,FCH_DCMAT,FCH_CONTB_DCMAT,NUM_DC_REF,TXT_CAB,TXT_CAB_AD,NUM_ENTREGA,NUM_DATO_COMEXT,COD_TRANSACC,USU_CREA,FCH_MODIF_DCMAT,NUM_POS_DCMAT,COD_CL_MOV,DSC_CL_MOV,COD_MAT,COD_CENTRO,COD_ALM,DSC_ALM,NUM_LOTE,COD_TIPO_STK,DSC_TIPO_STK,FLG_STK_ESP,NUM_CL_VAL,CTD_DCMAT,UM,COD_MAT_RECP,COD_CENTRO_RECP,COD_ALM_RECP,DSC_ALM_RECP,NUM_LOTE_RECP,NUM_CL_VAL_RECP,FLG_STK_ESP_RECP,NUM_COD_PROVEEDOR,NUM_COD_CLIENTE,NUM_PED_CLI,NUM_POS_PED_CLI,FLG_DEBHAB,COD_MON,IMP_MON_LOC,NUM_OC,NUM_POS_OC,NUM_EJERC_OC,FLG_ENTRG_FINAL,TXT_DET,COD_DEST_MERC,COD_SOC_CO,COD_CC,NUM_ORDEN,NUM_ACTFIJO,NUM_SUB_ACTFIJO,COD_SOC,NUM_RESERVA,NUM_POS_RESERVA,FLG_SAL_FIN_RESERVA,COD_CBENEFICIO,NUM_CTA_MAYOR,CTD_STK_ANT,IMP_STK_ANT,COD_EMPRESA
10,2021,4900139115,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00035,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.136,KG,-, , ,, , , , , , ,0,S,PEN,0.08, ,0,0, , , ,CREY, ,035000529433, , ,REY1,6918541,5, ,0000103201,0071221100,7.664,4.52,1
11,2021,4900139115,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00039,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.004,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000529433, , ,REY1,6918541,6, ,0000103201,0071221100,7.972,0.0,1
12,2021,4900139116,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00027,CR01,A105,A.PP CIERRES,0900056927, ,LIBRE UTILIZACIÓN,E,14,400.0,ST,-, , ,, , , , , , ,0,S,PEN,109.62, ,0,0, , , ,CREY, ,035000530047, , ,REY1,0,0, ,0000103201,0071111100,56176.0,15394.8,1
13,2021,4900139117,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM ORDEN DSD.PEDCLIE,003-07747,CR01,A106,A.DIENTES,0900254260, ,LIBRE UTILIZACIÓN,E, ,2.664,KG,-, , ,, , , , , , ,0,H,PEN,76.51, ,0,0, , , ,CREY, ,035000530047, , ,REY1,6928643,1, ,0000103204,0071311100,1468.651,42177.77,1
14,2021,4900139117,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-08223,CR01,A105,A.PP CIERRES,0002152104, ,LIBRE UTILIZACIÓN, , ,0.047,KG,-, , ,, , , , , , ,0,H,PEN,0.86, ,0,0, , , ,CREY, ,035000530047, , ,REY1,6928643,2, ,0000103303,0071311100,1741.125,31866.97,1
15,2021,4900139117,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-08224,CR01,A105,A.PP CIERRES,0002158743, ,LIBRE UTILIZACIÓN, , ,0.063,KG,-, , ,, , , , , , ,0,H,PEN,1.05, ,0,0, , , ,CREY, ,035000530047, , ,REY1,6928643,3, ,0000103303,0071311100,701.726,11670.2,1
16,2021,4900139117,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00039,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.002,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000530047, , ,REY1,6928643,5, ,0000103201,0071221100,7.976,0.0,1
17,2021,4900139117,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00040,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.001,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000530047, , ,REY1,6928643,6, ,0000103201,0071221100,17.49,8.71,1
18,2021,4900139117,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00242,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.044,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000530047, , ,REY1,6928643,4, ,0000103201,0071221100,2947.361,153.38,1
19,2021,5000001094,WE,ENTRADA MERCANCÍAS PEDIDO,WE,PR,20210223,20210223, , , , , ,ML81N,CAJACHICA,0,1,101,EM PARA IMPUTACIÓN,-,CR01, ,, , ,LIBRE UTILIZACIÓN, , ,0.0, ,-, , ,, , , ,0000006468, , ,0,S,PEN,254.24,4400025454,10,2021, ,SERVICIO ELIMINACION DESMONTE, ,CREY,1144010017, , , ,REY1,0,0, , ,0063111100,0.0,0.0,1
20,2021,4900139193,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00057,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.195,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000374576, , ,REY1,6924543,6, ,0000103201,0071221100,150.465,0.0,1
21,2021,4900139193,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00060,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.056,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000374576, , ,REY1,6924543,7, ,0000103201,0071221100,83.696,0.0,1
22,2021,4900139193,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00062,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.015,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000374576, , ,REY1,6924543,8, ,0000103201,0071221100,2.993,0.0,1
23,2021,4900139193,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,7,531,ENTRADA SUBPRODUCTO,012-00063,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.025,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000374576, , ,REY1,6924543,9, ,0000103201,0071221100,37.2,0.0,1
24,2021,4900139193,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,8,531,ENTRADA SUBPRODUCTO,012-00065,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.005,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,037000374576, , ,REY1,6924543,10, ,0000103201,0071221100,0.818,0.0,1
25,2021,4900138823,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00175,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.056,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,035000529286, , ,REY1,6916292,5, ,0000103201,0071221100,4138.235,326.47,1
26,2021,4900138824,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00068,CR01,A105,A.PP CIERRES,0900059680, ,LIBRE UTILIZACIÓN,E,75,60.0,ST,-, , ,, , , , , , ,0,S,PEN,41.05, ,0,0, , , ,CREY, ,036000171014, , ,REY1,0,0, ,0000103201,0071111100,142004.0,97157.82,1
27,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM PARA ORDEN,001-00278,CR01,A105,A.PP CIERRES,0002157588, ,LIBRE UTILIZACIÓN, , ,0.051,KG,-, , ,, , , , , , ,0,H,PEN,0.34, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,1, ,0000103101,0061211100,30985.419,205214.46,1
28,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,2,261,SM PARA ORDEN,003-04256,CR01,A100,A.LLAVES ROTOP.,0002175283, ,LIBRE UTILIZACIÓN, , ,61.0,PZA,-, , ,, , , , , , ,0,H,PEN,5.8, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,6, ,0000103204,0071311100,2135.0,202.9,1
29,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,3,261,SM PARA ORDEN,003-14924,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,1.203,KG,-, , ,, , , , , , ,0,H,PEN,15.47, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,7, ,0000103204,0071311100,25.396,326.58,1
30,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,4,531,ENTRADA SUBPRODUCTO,012-00041,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.003,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,2, ,0000103201,0071221100,351.902,0.0,1
31,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,5,531,ENTRADA SUBPRODUCTO,012-00043,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.002,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,3, ,0000103201,0071221100,348.837,35.79,1
32,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,6,531,ENTRADA SUBPRODUCTO,012-00045,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.066,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,4, ,0000103201,0071221100,578.703,0.0,1
33,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,7,531,ENTRADA SUBPRODUCTO,012-00048,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.002,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,5, ,0000103201,0071221100,2.687,0.0,1
34,2021,4900138825,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,8,531,ENTRADA SUBPRODUCTO,012-00183,CR01,A105,A.PP CIERRES, , ,LIBRE UTILIZACIÓN, , ,0.012,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,036000171014, , ,REY1,6891921,8, ,0000103201,0071221100,13179.839,1736.19,1
35,2021,4900138826,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,1,101,EM PARA ORDEN,003-21559,CR01,A103,A.PP LLAVES,0002177065, ,LIBRE UTILIZACIÓN, , ,4628.0,PZA,-, , ,, , , , , , ,0,S,PEN,185.12, ,0,0,X, , ,CREY, ,034000494375, , ,REY1,0,0, ,0000103303,0071311100,0.0,0.0,1
36,2021,4900138827,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,1,261,SM PARA ORDEN,001-00260,CR01,A103,A.PP LLAVES,0002171396, ,LIBRE UTILIZACIÓN, , ,13.0,KG,-, , ,, , , , , , ,0,H,PEN,148.93, ,0,0, , , ,CREY, ,034000494375, , ,REY1,6930704,3, ,0000103101,0061211100,24639.496,282267.63,1
37,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,1,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A105,A.PP CIERRES,0900038537, ,LIBRE UTILIZACIÓN,E,75,120.0,ST,004-00068,CR01,A007,ALM.MP6,0900038537,75,E, , ,2000258640,540,H,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,142064.0,97198.87,1
38,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,2,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A007,ALM.MP6,0900038537, ,LIBRE UTILIZACIÓN,E,75,120.0,ST,004-00068,CR01,A105,A.PP CIERRES,0900038537,75,E, , ,2000258640,540,S,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,142064.0,97198.87,1
39,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,3,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A105,A.PP CIERRES,0900038576, ,LIBRE UTILIZACIÓN,E,85,60.0,ST,004-00068,CR01,A007,ALM.MP6,0900038576,85,E, , ,2000258640,700,H,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,17104.0,12907.13,1
40,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,4,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A007,ALM.MP6,0900038576, ,LIBRE UTILIZACIÓN,E,85,60.0,ST,004-00068,CR01,A105,A.PP CIERRES,0900038576,85,E, , ,2000258640,700,S,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,17104.0,12907.13,1
41,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,5,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A105,A.PP CIERRES,0900053899, ,LIBRE UTILIZACIÓN,E,60,120.0,ST,004-00068,CR01,A007,ALM.MP6,0900053899,60,E, , ,2000258640,240,H,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,93244.0,53944.59,1
42,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,6,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A007,ALM.MP6,0900053899, ,LIBRE UTILIZACIÓN,E,60,120.0,ST,004-00068,CR01,A105,A.PP CIERRES,0900053899,60,E, , ,2000258640,240,S,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,93244.0,53944.59,1
43,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,7,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A105,A.PP CIERRES,0900077477, ,LIBRE UTILIZACIÓN,E,70,240.0,ST,004-00068,CR01,A007,ALM.MP6,0900077477,70,E, , ,2000259118,260,H,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,121916.0,79119.87,1
44,2021,4900138828,WA,SM / TRASPASO,WA,PR,20210223,20210223, , , , , ,MB1B,ALMACENMP6,0,8,311,ANTR PDCLIE.EN CE.,004-00068,CR01,A007,ALM.MP6,0900077477, ,LIBRE UTILIZACIÓN,E,70,240.0,ST,004-00068,CR01,A105,A.PP CIERRES,0900077477,70,E, , ,2000259118,260,S,PEN,0.0, ,0,0, , , ,CREY, , , , ,REY1,0,0, ,0000103201, ,121916.0,79119.87,1
45,2021,4900139206,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,1,101,EM PARA ORDEN,003-01421,CR01,A101,A.TINTORERÍA,0002175779, ,LIBRE UTILIZACIÓN, , ,9.71,KG,-, , ,, , , , , , ,0,S,PEN,131.86, ,0,0, , , ,CREY, ,033000250397, , ,REY1,0,0, ,0000103204,0071311100,313.345,4255.13,1
46,2021,4900139207,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,1,261,SM PARA ORDEN,003-00019,CR01,A101,A.TINTORERÍA,0002148664, ,LIBRE UTILIZACIÓN, , ,9.87,KG,-, , ,, , , , , , ,0,H,PEN,98.71, ,0,0, , , ,CREY, ,033000250397, , ,REY1,6927573,1, ,0000103204,0071311100,3948.788,39493.59,1
47,2021,4900139207,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,2,531,ENTRADA SUBPRODUCTO,012-00029,CR01,A101,A.TINTORERÍA, , ,LIBRE UTILIZACIÓN, , ,0.16,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,033000250397, , ,REY1,6927573,2, ,0000103301,0071221100,382.395,0.0,1
48,2021,4900139208,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,1,101,EM PARA ORDEN,003-02924,CR01,A101,A.TINTORERÍA,0002176460,X,CONTROL CALIDAD, , ,7.78,KG,-, , ,, , , , , , ,0,S,PEN,127.22, ,0,0, , , ,CREY, ,033000250543, , ,REY1,0,0, ,0000103204,0071311100,127.6,2086.53,1
49,2021,4900139209,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,1,261,SM PARA ORDEN,003-00019,CR01,A101,A.TINTORERÍA,0002148664, ,LIBRE UTILIZACIÓN, , ,7.844,KG,-, , ,, , , , , , ,0,H,PEN,78.45, ,0,0, , , ,CREY, ,033000250543, , ,REY1,6929236,1, ,0000103204,0071311100,3938.918,39394.88,1
50,2021,4900139209,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRINTERFAZ,0,2,531,ENTRADA SUBPRODUCTO,012-00029,CR01,A101,A.TINTORERÍA, , ,LIBRE UTILIZACIÓN, , ,0.064,KG,-, , ,, , , , , , ,0,S,PEN,0.0, ,0,0, , , ,CREY, ,033000250543, , ,REY1,6929236,2, ,0000103301,0071221100,382.555,0.0,1
51,2021,4900139210,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-00106,CR01,A103,A.PP LLAVES,0900037070, ,LIBRE UTILIZACIÓN,E, ,20000.0,ST,-, , ,, , , , , , ,0,S,PEN,629.86, ,0,0, , , ,CREY, ,034000493804, , ,REY1,0,0, ,0000103204,0071111100,7114550.0,224058.71,1
52,2021,4900139211,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,261,SM PARA ORDEN,003-09417,CR01,A103,A.PP LLAVES,0002170326, ,LIBRE UTILIZACIÓN, , ,20000.0,PZA,-, , ,, , , , , , ,0,H,PEN,7800.0, ,0,0, , , ,CREY, ,034000493804, , ,REY1,6923344,1, ,0000103204,0071311100,813636.0,317318.04,1
53,2021,4900139212,WR,MOVIMIENTO MCÍAS.P.NOTIFICACIÓN,WA,PR,20210223,20210223, , , , , ,COGI,USRJOB,0,1,101,EM P.STK.PED.CLIENTE,004-12190,CR01,A105,A.PP CIERRES,0900376255, ,LIBRE UTILIZACIÓN,E, ,3000.0,ST,-, , ,, , , , , , ,0,S,PEN,660.0, ,0,0, , , ,CREY, ,035000527085, , ,REY1,0,0, ,0000103201,0071111100,57704.0,12694.88,1
